speeker,date,title,Average sentence length,Average word lengt,Diffaculty Index,Percentage of 'We'
Obama,2008-01-26,Remarks Following the South Carolina Primary,16.789915966386555,4.324324324324325,1.3341121495327102,2.8028028028028027
Obama,2008-01-28,"Remarks Accepting the Endorsement of Senator Edward Kennedy and Caroline Kennedy in Washington, DC",21.876923076923077,4.119549929676512,1.1876923076923076,0.8438818565400843
Obama,2008-01-28,"Remarks in Washington, DC in Response to the State of the Union Address",22.972972972972972,4.307058823529411,1.2077922077922079,2.823529411764706
Obama,2008-01-29,"Remarks in El Dorado, Kansas: ""Reclaiming the American Dream""",24.016666666666666,4.296321998612075,1.1750943396226414,1.6655100624566272
Obama,2008-01-30,"Remarks in Denver: ""The Past Versus the Future""",23.30065359477124,4.271809256661991,1.1658566221142164,1.9074333800841514
Obama,2008-02-05,"Remarks Following the ""Super Tuesday"" Primaries and Caucuses",13.17910447761194,4.212155530388826,1.352575488454707,2.7180067950169877
Obama,2008-02-07,Remarks in New Orleans,20.064285714285713,4.289782840868637,1.2562248995983936,2.4563901744393024
Obama,2008-02-09,Virginia,20.654867256637168,4.1859468723221935,1.2249761677788369,1.6709511568123392
Obama,2008-02-12,"Remarks Following the Maryland, Virginia, and District of Columbia Primaries",21.358695652173914,4.131297709923664,1.1129032258064515,2.340966921119593
Obama,2008-02-13,"Remarks in Janesville, Wisconsin: ""Keeping America's Promise""",26.28235294117647,4.465756490599821,1.2901076371091749,1.3205013428827217
Obama,2008-02-19,Wisconsin,15.529411764705882,4.1226551226551225,1.3601532567049808,2.4531024531024532
Obama,2008-02-24,Ohio,23.488888888888887,4.377483443708609,1.4187643020594967,0.9460737937559129
Obama,2008-03-04,Vermont,27.91176470588235,4.177555321390938,1.1741122565864834,3.7407797681770285
Obama,2008-03-12,"Illinois
",27.893617021276597,4.528604118993135,1.185,1.7543859649122806
Obama,2008-03-18,"Address at the National Constitution Center in Philadelphia: ""A More Perfect Union""",27.56756756756757,4.5413725490196075,1.2097053726169844,1.2745098039215685
Obama,2008-03-19,"Remarks in Fayetteville, North Carolina: ""The World Beyond Iraq""",21.133928571428573,4.443388255175328,1.3331690487925085,2.2813688212927756
Obama,2008-03-20,"Remarks in Charleston, West Virginia: ""The Cost of War""",22.16190476190476,4.269875376020628,1.297137216189536,1.8478727975934681
Obama,2008-03-27,Remarks at Cooper Union in New York City,21.712871287128714,4.834017327861377,1.3772357723577235,1.4135886912904696
Obama,2008-04-02,"Pennsylvania
",21.68595041322314,4.347560975609756,1.2013422818791946,1.1051829268292683
Obama,2008-04-04,"Remarks in Fort Wayne, Indiana: ""Remembering Dr. Martin Luther King, Jr.""",16.897435897435898,4.088012139605463,1.3876811594202898,1.289833080424886
Obama,2008-04-10,Indiana,18.916666666666668,4.375330396475771,1.4781659388646289,1.4096916299559472
Obama,2008-04-11,Indiana,18.555555555555557,4.346107784431138,1.3324022346368716,1.437125748502994
Obama,2008-04-14,"Remarks to the Alliance for American Manufacturing in Pittsburgh, PA",20.82857142857143,4.3288751714677645,1.3346677341873499,1.8175582990397805
Obama,2008-04-14,"Remarks at the Associated Press Annual Luncheon in Washington, DC",26.714285714285715,4.356951871657754,1.3253886010362694,1.2477718360071302
Obama,2008-04-15,"Remarks at the Building Trades National Legislative Conference in Washington, DC",20.728571428571428,4.284631288766368,1.2868400315208826,1.722949689869056
Obama,2008-04-15,Pennsylvania,20.76388888888889,4.373913043478261,1.3359375,1.3377926421404682
Obama,2008-04-22,Pennsylvania,24.27906976744186,4.285919540229885,1.2331550802139037,2.681992337164751
Obama,2008-04-25,Indiana,23.183673469387756,4.3125,1.2903225806451613,0.9683098591549295
Obama,2008-04-29,"Press Conference in Winston-Salem, North Carolina on Remarks by Rev. Jeremiah A. Wright, Jr.",17.746341463414634,4.133589884551951,1.4514824797843666,0.4398020890599231
Obama,2008-05-03,Indiana,25.34351145038168,4.2828313253012045,1.151652624756967,1.6566265060240966
Obama,2008-05-06,Indiana,26.408602150537636,4.319625407166124,1.1356521739130434,2.076547231270358
Obama,2008-05-09,Oregon,15.986486486486486,4.256128486897718,1.3333333333333333,1.4370245139475908
Obama,2008-05-12,Virginia,24.069565217391304,4.246748554913295,1.2394822006472492,1.5534682080924855
Obama,2008-05-13,Missouri,20.921875,4.349514563106796,1.1153238546603474,1.568334578043316
Obama,2008-05-14,Michigan,22.428571428571427,4.557324840764331,1.3579474342928661,1.167728237791932
Obama,2008-05-18,Oregon,16.985915492957748,4.470149253731344,1.3976143141153081,1.1608623548922055
Obama,2008-05-20,Kentucky,27.078651685393258,4.352697095435684,1.1346324180690877,1.2863070539419086
Obama,2008-05-21,Iowa,27.829268292682926,4.3361086765994745,1.1407129455909943,1.3584574934268185
Obama,2008-05-23,Florida,17.59683794466403,4.515498652291105,1.2865947611710324,2.044025157232704
Obama,2008-05-25,Connecticut,23.609375,4.261085373924553,1.1103351955307263,0.8934480476505625
Obama,2008-05-26,"Remarks on Memorial Day in Las Cruces, New Mexico",23.210526315789473,4.306878306878307,1.6094674556213018,1.2849584278155708
Obama,2008-05-27,Nevada,11.25,4.344444444444444,1.8125,1.1111111111111112
Obama,2008-06-02,Michigan,22.181818181818183,4.44672131147541,1.2523076923076923,1.2295081967213115
Obama,2008-06-03,Minnesota,26.47422680412371,4.405373831775701,1.118811881188119,1.32398753894081
Obama,2008-06-04,"Remarks to the American Israel Public Affairs Committee Policy Conference in Washington, D.C.",18.270742358078603,4.505258126195029,1.3854047890535919,1.338432122370937
Obama,2008-06-05,Virginia,23.677966101694917,4.53042233357194,1.2976973684210527,0.7874015748031495
Obama,2008-06-09,"Remarks in Raleigh, North Carolina",25.3,4.501537110232762,1.2149805447470816,1.471234079929732
Obama,2008-06-11,"Illinois
",20.0625,4.379283489096573,1.1543624161073827,1.0903426791277258
Obama,2008-06-12,Wisconsin,19.908045977011493,4.300230946882217,1.1979695431472082,0.4618937644341801
Obama,2008-06-13,Ohio,18.864197530864196,4.452879581151833,1.4025157232704402,0.9162303664921465
Obama,2008-06-15,"Illinois
",23.0,4.179206049149339,1.3161120840630474,2.2684310018903595
Obama,2008-06-16,Michigan,20.055118110236222,4.74263839811543,1.3039348710990502,1.9042010208087947
Obama,2008-06-17,Michigan,20.782608695652176,4.44839609483961,1.1926605504587156,1.2552301255230125
Obama,2008-06-21,Florida,23.492537313432837,4.5435196950444725,1.358052434456929,0.9847522236340533
Obama,2008-06-23,"Remarks in Albuquerque, New Mexico",20.34246575342466,4.4,1.4874371859296482,0.7407407407407408
Obama,2008-06-24,Nevada,20.660377358490567,4.4771689497716896,1.3422459893048129,1.004566210045662
Obama,2008-06-26,Pennsylvania,21.058252427184467,4.449976947902259,1.2617309697601669,2.8123559243891196
Obama,2008-06-30,"Remarks in Independence, Missouri: ""The America We Love""",29.991596638655462,4.552255533762959,1.3526697429136454,1.6251050714485853
Obama,2008-07-01,Ohio,21.71014492753623,4.618157543391188,1.290519877675841,0.801068090787717
Obama,2008-07-02,Colorado,20.56140350877193,4.347838452787259,1.2772020725388602,1.1376564277588168
Obama,2008-07-03,"Remarks in Fargo, North Dakota",23.74390243902439,4.210066769388804,1.2430875576036866,2.157164869029276
Obama,2008-07-07,Missouri,26.076923076923077,4.470870206489676,1.1870967741935483,1.2168141592920354
Obama,2008-07-08,"Remarks at the 79th Annual League of United Latin American Citizens Convention in Washington, DC",24.21698113207547,4.310868718348266,1.1958939264328485,0.9738994935722634
Obama,2008-07-10,Virginia,22.9247311827957,4.323170731707317,1.4994138335287222,0.7504690431519699
Obama,2008-07-11,Ohio,21.940677966101696,4.414831981460023,1.315742397137746,1.313248358439552
Obama,2008-07-13,California,21.098591549295776,4.384178905206943,1.2783269961977186,0.9012016021361816
Obama,2008-07-13,Remarks via Satellite to the 80th Convention of the American Federation of Teachers,19.556818181818183,4.470656595002906,1.4137447405329593,1.220220801859384
Obama,2008-07-14,Ohio,26.806122448979593,4.26684430909783,1.2001675041876048,2.0175104682146934
Obama,2008-07-15,"Remarks in Washington, DC",21.8130081300813,4.581811405143496,1.4041218637992832,2.049944092433843
Obama,2008-07-16,Indiana,22.401960784313726,4.634135667396062,1.4412393162393162,2.013129102844639
Obama,2008-07-24,Address in Berlin at the Victory Column in Tiergarten Park,20.102564102564102,4.215242346938775,1.1991584852734922,1.8813775510204083
Obama,2008-07-30,Missouri,21.58108108108108,4.39448966812774,1.4798136645962734,2.6299311208515967
Obama,2008-07-31,Iowa,19.010309278350515,4.445770065075922,1.3824289405684755,1.6268980477223427
Obama,2008-08-01,Florida,20.460176991150444,4.357698961937716,1.3933747412008282,2.1193771626297577
Obama,2008-08-02,Florida,20.392592592592592,4.3992008717762445,1.4085739282589675,1.0533962949509625
Obama,2008-08-02,Florida,21.717391304347824,4.352352352352352,1.3785714285714286,2.0520520520520518
Obama,2008-08-04,Michigan,22.952380952380953,4.468188105117566,1.3272532188841202,2.351313969571231
Obama,2008-08-05,Ohio,21.822429906542055,4.390149892933619,1.3899692937563972,2.398286937901499
Obama,2008-08-06,Indiana,20.640776699029125,4.350423330197554,1.3754189944134079,2.06961429915334
Obama,2008-08-11,Hawaii,21.774193548387096,4.970370370370371,1.2727272727272727,1.037037037037037
Obama,2008-08-19,Florida,20.559139784946236,4.576882845188284,1.4863459037711313,1.4644351464435146
Obama,2008-08-23,Illinois,17.153846153846153,4.141255605381166,1.2079207920792079,0.4484304932735426
Obama,2008-08-23,Text Message Announcing Selection of Senator Joseph Biden as the 2008 Democratic Vice-Presidential Nominee,6.0,4.2,2.75,0.0
Obama,2008-08-25,"Colorado
",26.022727272727273,4.090829694323144,1.1706161137440758,0.8296943231441047
Obama,2008-09-06,"Remarks at the AARP Life@50+ National Expo in Washington, DC",18.819444444444443,4.449446494464945,1.368881118881119,0.44280442804428044
Obama,2008-09-09,Ohio,23.941860465116278,4.482515784361341,1.24169842133914,1.3598834385624088
Obama,2008-09-10,"Remarks to the Congressional Hispanic Caucus Institute Gala in Washington, DC",21.344444444444445,4.389380530973451,1.4255050505050506,1.1452368558042685
Obama,2008-09-12,"Remarks in Dover, New Hampshire",17.03448275862069,4.248481781376518,1.3111111111111111,1.0121457489878543
Obama,2008-09-16,Colorado,22.31313131313131,4.599592575826166,1.4168490153172866,1.561792666364871
Obama,2008-09-17,Nevada,22.45299145299145,4.334982870194138,1.3227232537577365,1.2561857632280167
Obama,2008-09-18,"Remarks in Espanola, New Mexico",21.702290076335878,4.423496306718255,1.3870696893366918,1.1959198030249736
Obama,2008-09-19,Florida,24.056603773584907,4.618039215686275,1.289048473967684,1.1764705882352942
Obama,2008-09-20,Florida,20.553333333333335,4.256243918261434,1.3806949806949806,0.9082062925721699
Obama,2008-09-20,Interview with the New York Times on Senator Obama's Campaign Plane,28.83809523809524,4.3411492734478205,1.1942028985507247,2.14663143989432
Obama,2008-09-21,"Remarks in Charlotte, North Carolina",21.147727272727273,4.374529822675981,1.3118012422360248,1.6657710908113916
Obama,2008-09-22,Wisconsin,24.3841059602649,4.51303639326453,1.2869565217391303,1.8468223791417708
Obama,2008-09-23,Florida,22.931818181818183,4.626362735381566,1.1559829059829059,2.2794846382556986
Obama,2008-09-24,Florida,22.884955752212388,4.334880123743233,1.266432953549518,1.3921113689095126
Obama,2008-09-24,Florida,21.211267605633804,4.25265604249668,1.2179675994108983,2.1912350597609564
Obama,2008-09-25,Remarks to the Clinton Global Initiative in New York City,17.79850746268657,4.3115303983228515,1.2671102661596958,1.7190775681341717
Obama,2008-09-27,"Remarks in Greensboro, North Carolina",24.161016949152543,4.333917923535601,1.2448818897637794,1.5433181339880744
Obama,2008-09-28,Michigan,23.137931034482758,4.275707898658719,1.2273858921161827,1.825633383010432
Obama,2008-09-29,Colorado,23.849557522123895,4.312430426716141,1.2254335260115607,1.6697588126159555
Obama,2008-09-30,Nevada,21.74025974025974,4.290621266427718,1.1627906976744187,1.821983273596177
Obama,2008-10-01,Wisconsin,20.682539682539684,4.276029675108724,1.1752921535893155,1.7395753389613713
Obama,2008-10-02,Michigan,21.571428571428573,4.308121296619031,1.2484326018808778,1.603346113628442
Obama,2008-10-03,Pennsylvania,19.43076923076923,4.1583531274742676,1.2513368983957218,1.583531274742676
Obama,2008-10-04,Virginia,21.19158878504673,4.367364939360529,1.2241294752329572,1.0363836824696804
Obama,2008-10-05,"Remarks in Asheville, North Carolina",20.104972375690608,4.247045891728497,1.1908488862131246,1.0717230008244023
Obama,2008-10-08,Indiana,19.866666666666667,4.243959731543624,1.2090437361008155,1.7114093959731544
Obama,2008-10-09,Ohio,20.385964912280702,4.2518646012621915,1.2063291139240506,1.5777395295467584
Obama,2008-10-10,Ohio,18.033653846153847,4.284457478005865,1.2474535650089875,2.372700613169821
Obama,2008-10-11,Pennsylvania,18.943181818181817,4.219556088782244,1.2345844504021448,1.7996400719856027
Obama,2008-10-13,Ohio,22.418439716312058,4.434039860803543,1.348439821693908,2.49920911104081
Obama,2008-10-15,"Remarks in Londonderry, New Hampshire",19.094444444444445,4.247308699447192,1.2074502247912653,1.716613325574629
Obama,2008-10-16,Remarks at the Al Smith Dinner in New York City,16.931623931623932,4.069661786976274,1.3781512605042017,0.9086320040383644
Obama,2008-10-17,Virginia,18.755208333333332,4.311580116634269,1.2863492063492064,1.5273535129130797
Obama,2008-10-18,Missouri,19.53846153846154,4.239595050618672,1.2592121982210926,1.546681664791901
Obama,2008-10-19,"Remarks in Fayetteville, North Carolina",20.20394736842105,4.228915662650603,1.1208563535911602,1.8886356235753827
Obama,2008-10-20,"Florida
",18.66137566137566,4.176070314715055,1.225236593059937,1.8712787071165298
Obama,2008-10-21,Florida,23.34375,4.524096385542169,1.3564668769716088,0.8701472556894244
Obama,2008-10-21,Florida,20.23699421965318,4.234504427306484,1.2471116816431322,1.7423593259068837
Obama,2008-10-22,"Remarks in Richmond, Virginia: National Security Avail",19.661290322580644,4.547990155865463,1.3996062992125984,2.543068088597211
Obama,2008-10-22,Virginia,19.70198675496689,4.179495798319328,1.2037037037037037,2.0168067226890756
Obama,2008-10-23,Indiana,18.415384615384614,4.254525201893623,1.2945686900958466,1.9771651350598718
Obama,2008-10-24,Virginia,10.63716814159292,4.162229617304493,1.6592920353982301,1.913477537437604
Obama,2008-10-25,Nevada,19.63529411764706,4.1935290593169565,1.2297929191716768,1.8573996405032953
Obama,2008-10-26,Colorado,18.872222222222224,4.222843685604945,1.176169122357463,2.0312040035325287
Obama,2008-10-27,Ohio,21.5625,4.23647342995169,1.1720881427072403,1.7632850241545892
Obama,2008-10-28,Pennsylvania,20.821052631578947,4.252275025278059,1.2137660884163401,1.820020222446916
Obama,2008-10-29,"Remarks in Raleigh, North Carolina",21.495238095238093,4.24368630926008,1.1838413159167875,1.6836508639787326
Obama,2008-10-30,Florida,22.13294797687861,4.231130843562288,1.1743327654741624,1.7236876469051972
Obama,2008-10-30,Missouri,17.47750865051903,4.213225103939814,1.3255064456721914,1.7026331419520886
Obama,2008-10-31,Iowa,21.64071856287425,4.195351411178749,1.1692677070828332,1.8262313226342002
Obama,2008-11-01,Democratic Radio Address,16.5,4.4603174603174605,1.325503355704698,1.875901875901876
Obama,2008-11-02,Ohio,20.0,4.152694610778443,1.2177954847277557,1.9161676646706587
Obama,2008-11-03,Florida,19.21875,4.190243902439025,1.233115468409586,2.0162601626016263
Obama,2008-11-04,"Illinois
",25.036585365853657,4.1110569897710665,1.1587802313354363,2.1919142717973696
